id,iwm94,hischshr1520m,hischshr1520f,lpop1994,sexr,lareapre
99,-0.229398668,0.188380286,0.206249997,8.267705917,1.034886718,12.09072876
100,-0.501227498,0.273062736,0.145038173,7.906915665,0.938169837,11.88619804
101,-0.550204098,0.240624994,0.162464991,7.253470421,0.971314728,11.04772663
102,-0.533810139,0.300000012,0.142857149,7.465655327,0.99242425,11.08461666
103,-0.442105263,0.174311921,0.104602508,7.071573257,1.012658238,10.98583508
104,0.000509113,0.251487404,0.229650423,9.627931595,1.100625396,13.43667221
105,-0.265737236,0.197999999,0.131118879,7.846981049,0.967781603,11.62563801
106,-0.33684209,0.05882353,0.045454547,7.108243942,0.979967952,10.88491058
107,-0.504341006,0.100591719,0.020618556,7.218176842,0.910981178,10.73770046
108,-0.491517454,0.181425482,0.107296139,7.744569778,1.037199736,11.37135029
109,-0.56594944,0.280000001,0.217391297,7.043159962,1.059597492,11.22540379
110,-0.509433925,0.126760557,0.144927531,6.684611797,1.08320725,10.5339613
111,NA,0.119266056,0.056603774,NA,1.030905128,10.40165329
112,-0.272613227,0.176339284,0.232114464,8.972844124,0.981752634,12.75329781
113,-0.340119749,0.315789461,0.300000012,6.87523222,0.999027252,10.78508377
114,-0.505460203,0.136842102,0.080645159,6.573680401,0.907262564,10.81745529
115,NA,0.114649683,0.019354839,NA,1.020408154,10.27563667
116,-0.047040001,0.142857149,0.045840409,8.156223297,0.991616786,11.83672523
117,-0.276231259,0.282196969,0.31621623,7.820037842,1.187187195,11.60857201
118,-0.243720919,0.22131148,0.155737698,7.014814377,0.981697142,10.83726406
119,-0.485087216,0.214015156,0.120996438,7.566310883,1.011630774,11.23752785
120,-0.555423141,0.313778996,0.29763779,6.820016384,1.123665929,11.07042789
121,NA,0.111111112,0.111801244,NA,1.318761349,10.1172266
122,-0.363115698,0.240641713,0.138297871,6.841615677,0.971879303,10.76732635
123,-0.484797299,0.423841059,0.336787552,6.464588165,1.012666702,10.72641182
124,NA,0.294444442,0.084337346,NA,1.089877009,10.38683891
125,-0.299420178,0.285179645,0.254910141,9.572689056,1.053922415,13.0577755
126,-0.231395349,0.201612905,0.128630713,6.87523222,1.010658264,11.22094059
127,NA,0.238317758,0.156565651,NA,1.121158957,10.88369179
128,NA,0.278911561,0.240310073,NA,1.086513996,10.3081522
129,-0.621035039,0.244755238,0.157407403,6.458338261,1.13021493,10.01784229
130,-0.530562341,0.166666672,0.055555556,6.791221619,0.961038947,10.90222454
131,-0.223257959,0.204964772,0.233281493,9.158731461,1.218760133,12.8041153
132,NA,0.205882356,0.188679248,NA,0.928571403,10.93312454
133,0.165540576,0.32520324,0.080882356,7.181591988,0.918245256,11.00016499
134,-0.437100232,0.266666681,0.124223605,6.931471825,1.015760422,10.92350769
135,-0.405295312,0.215517238,0.328671336,6.938284397,0.969641209,10.38588238
136,-0.381918818,0.274143308,0.262626261,7.756623268,0.995336175,11.36041546
137,-0.516835034,0.063694268,0.017964073,7.233455181,0.971780002,11.13536263
138,-0.018897638,0.245033115,0.220858902,7.268919945,0.984996259,10.85216808
139,-0.212890625,0.085526317,0.089655176,7.008505344,0.877245486,10.76705265
140,NA,0.085470088,0.029629629,NA,1.041992188,10.68579006
141,-0.381086171,0.21348314,0.225680932,7.048386574,1.133779287,10.81589031
142,NA,0.205128208,0.059259258,NA,1.003805876,10.27349854
143,NA,0.100000001,0.00990099,NA,0.981026769,10.37505245
144,-0.005360842,0.137254909,0.028662421,7.86633873,0.985051155,11.18992043
145,NA,0.105263159,0.008,NA,0.965336144,10.68138981
146,-0.065446854,0.034782607,0.028248588,7.346655369,0.93649447,10.35615444
147,-0.291360289,0.245901644,0.055944055,7.073269844,1.063255787,10.37449074
148,-0.087829366,0.126315787,0.008695652,6.82979393,0.98544234,10.26979637
149,-0.401055396,0.212598428,0.033557046,6.771935463,1.058706522,11.00026512
150,-0.087380856,0.162640899,0.116099074,8.478660583,0.962397635,12.16997433
151,-0.497032642,0.243589744,0.22794117,7.283448219,0.936363637,11.41022778
152,-0.487378627,0.108108111,0.006944444,7.041411877,0.988524616,10.77457142
153,-0.548991323,0.104651161,0.011494253,6.664409161,0.933139563,10.62961006
154,-0.050125301,0.119047619,0.05050505,6.767343044,0.996677756,10.97428322
155,-0.507352948,0.272108853,0.175324678,6.793466091,0.973662555,10.80984879
156,-0.535756171,0.187878788,0.142045453,6.833031654,1.055692077,10.82566071
157,-0.372950822,0.150943398,0.083969466,6.38181591,1.020971298,10.31244659
158,-0.400519013,0.120481931,0.016949153,7.252053738,0.944918513,10.85701656
159,-0.372960389,0.25,0.204819277,6.846942902,0.938461542,10.62278938
160,-0.109847814,0.290415913,0.294979841,9.453835487,0.976886451,13.00920391
161,0.030940592,0.320224732,0.121387281,6.78219223,1.054407716,10.75308323
162,-0.365079343,0.181818187,0.118644066,6.682108402,0.945017159,10.64708996
163,-0.158506721,0.182186231,0.10546875,7.51697731,0.977320671,10.9819479
164,-0.359281451,0.120879121,0.017857144,7.000334263,1.039262772,10.56735992
165,-0.415492952,0.174107149,0.06827309,7.357556343,1.02061367,10.92764568
166,-0.279329598,0.129032254,0.036649216,7.12849617,1.020202041,10.68608665
167,-0.15141958,0.151315793,0.096153848,6.926577091,1.07259953,10.65930462
168,NA,0.055900622,0.025,NA,0.995931625,10.48762894
169,-0.351050675,0.209999993,0.202127665,7.926241398,0.970906615,11.46831512
170,-0.455660909,0.212048188,0.125668451,7.610852718,1.073607445,11.2553587
171,-0.123478249,0.083916083,0.029411765,7.170119762,0.932841301,10.6734333
172,-0.51360172,0.160493821,0.1369863,6.899723053,1.087848902,10.66688347
173,-0.41849637,0.158974364,0.049327355,7.365180016,1.020479798,10.88674545
174,-0.493956476,0.129629627,0.032432433,7.22475338,1.117476463,10.66779232
175,-0.506969571,0.211206898,0.030075189,7.678789139,0.956564188,11.32523346
176,NA,0.100000001,0.124137931,NA,1.039704561,10.12591076
177,-0.149541289,0.105726875,0.051470589,7.092573643,1.031762242,10.70911503
178,-0.363996804,0.138554215,0.053571429,7.223295689,1.036674857,10.94360542
179,-0.496244967,0.217557251,0.189473689,7.550661087,1.063187957,11.22082043
180,-0.509433985,0.1502783,0.157370523,7.716460705,1.131178737,11.44569492
181,NA,0.17159763,0.122340426,NA,1.139266253,10.29309464
182,-0.52293241,0.189914167,0.206150338,8.729720116,1.033114552,12.36902428
183,-0.572877467,0.261224478,0.30021143,8.238801003,1.004361749,11.71127605
184,-0.597449899,0.282608688,0.071428575,6.411818504,0.891843975,10.36646652
185,-0.425479263,0.261194021,0.261744976,7.479299545,0.914323092,11.30849361
186,-0.296414852,0.169590637,0.222222224,7.484368801,0.957038999,11.36320686
187,-0.551373363,0.147727266,0.20869565,6.955592632,0.957157791,10.8953867
188,-0.376327753,0.285714298,0.137096778,7.299797535,0.951065481,11.34492111
189,-0.463139623,0.295652181,0.095238097,7.144407272,0.922535241,10.9614687
190,0.095963165,0.229210943,0.137391597,10.13705635,1.154735565,13.47257233
191,-0.415966392,0.137672096,0.044897959,8.240385056,1.049230814,11.67621708
192,-0.356915921,0.127716869,0.065514758,9.487214088,1.162636995,13.16480732
193,0.167352527,0.203463197,0.063106798,6.752270222,1.002227187,10.3521719
194,NA,0.125423729,0.018939395,NA,1.125406146,10.32344723
195,NA,0.064150944,0.004694836,NA,1.177531242,10.25178242
196,-0.258966208,0.198451117,0.088942304,8.420021057,1.593675971,11.92413425
197,-0.065510601,0.209424078,0.083333336,7.078341484,1.158012271,10.5717783
198,-0.027462691,0.146964028,0.050856531,9.251290321,1.260266185,12.60648155
199,NA,0.027638191,0.003246753,NA,1.145789504,10.0181551
200,-0.213711858,0.264957279,0.112676054,7.760467052,1.150269866,11.11694527
201,-0.568688452,0.205546498,0.089041099,7.729295731,1.382145405,11.24585629
202,-0.273972631,0.103448279,0.027149322,6.729824066,1.005640626,10.92269611
203,-0.281309009,0.262430936,0.191601053,7.493317127,0.990015984,11.11995697
204,-0.079514831,0.201005027,0.106837608,7.421177387,0.960137486,10.56511784
205,NA,0.205357149,0.089108914,NA,1.101616621,10.26482677
206,NA,0.087431692,0.041237112,NA,1.249443173,11.01071262
207,NA,0.134751767,0.057803467,NA,0.960244656,10.75600719
208,0.126363635,0.139896378,0.018264839,7.121252537,1.017155051,10.51813221
209,NA,0.144444451,0.089285716,NA,1.113821149,10.25100613
210,-0.062135935,0.209999993,0.163793102,7.475905895,1.489247322,10.86235905
211,-0.634556592,0.106060609,0.019900497,7.68063736,1.036385894,11.18151474
212,NA,0.093457945,0.034965035,NA,0.956796646,9.968104362
213,NA,0.044247787,0.011494253,NA,0.889418483,10.57745171
214,-0.209263861,0.152542368,0.122137405,7.236339569,0.994259477,10.90615749
215,-0.386740327,0.239700377,0.10358566,7.597898006,1.115006208,10.95010471
216,0.012854874,0.242361039,0.212470382,10.79329014,0.992196739,14.15715218
217,NA,0.085714288,0,NA,0.858595192,10.64101028
218,0.095092028,0.259445846,0.184397161,6.572282314,1.475324631,11.49237537
219,NA,0.084507041,0.040540539,NA,0.965240657,10.43881035
220,-0.44409731,0.106489182,0.065721646,8.50004673,0.983510017,11.8996973
221,-0.525492847,0.18359375,0.136882126,7.520234585,0.966575325,10.93693924
222,-0.528761089,0.219653174,0.10047847,7.425953865,0.856240153,10.56261253
223,NA,0.285714298,0.044247787,NA,0.993506491,11.1956768
224,-0.239467859,0.086538464,0.006849315,6.935370445,0.902283132,10.81452465
225,NA,0.227272734,0.172413796,NA,0.906550229,10.58114052
226,-0.365482241,0.233226836,0.278443128,8.041734695,0.975898683,11.78013992
227,NA,0.079470202,0.034722224,NA,1.08141768,10.17160416
228,-0.523560226,0.098360658,0.039421812,9.211539268,0.985729694,12.76104069
229,-0.591836751,0.162162155,0.105263159,7.590852261,0.962318838,11.28269482
230,0.074981421,0.09589041,0.024271844,7.474205017,0.875261307,10.45558929
231,-0.604677081,0.24253732,0.133574009,7.609366417,0.978128195,10.92210007
232,-0.4909091,0.085714288,0.147368416,6.963190079,1.019145846,10.59350491
233,0.002496898,0.022222223,0.024752475,7.083387852,0.932167828,10.43473339
234,-0.416666657,0.146341458,0.052173913,7.838737488,0.910057247,11.13917732
235,0.018828452,0.052631579,0.018808777,7.345365047,0.968183815,10.91055107
236,-0.449928463,0.110320285,0.074193545,7.386470795,0.948784292,11.04871273
237,-0.167224079,0.093567252,0.065989845,6.915723324,1.006993055,10.53953552
238,-0.387886584,0.085365854,0.100775197,6.797940254,0.885462582,10.3948555
239,-0.098360658,0.200000003,0.24210526,7.078341484,1.01118803,11.35895824
240,NA,0.09714286,0.134146348,NA,0.900998354,10.8767252
241,-0.568660498,0.176724136,0.092369474,7.148345947,0.965887547,10.7804966
242,-0.490395457,0.254716992,0.075471699,6.849066257,1.019911528,10.31188202
243,0.014545441,0.125714287,0.144999996,6.413458824,1.110197425,10.8085556
244,-0.494303793,0.247663558,0.208737865,7.438971519,0.953260243,11.354949
245,-0.127013624,0.299456298,0.254617423,9.124564171,1.033257961,12.76855278
246,-0.093869731,0.201581031,0.219999999,7.033506393,1.039374948,10.746562
247,NA,0.190045252,0.156097561,NA,1.111946583,10.12286377
248,-0.30013898,0.336823732,0.271559626,7.777373791,1.017438889,11.45874405
249,-0.261521995,0.255924165,0.159574464,6.906754971,1.021941543,10.46681118
250,-0.045007259,0.417059481,0.400981635,10.43596745,1.185201526,13.73230743
251,-0.52461803,0.391304344,0.301724136,6.440946579,1.335403681,9.894042969
252,-0.499510288,0.198347107,0.035211269,6.983789921,0.93908155,10.83806992
253,-0.055865914,0.13131313,0.095744684,7.474771976,1.066105723,11.41561031
254,-0.468972534,0.136842102,0.211382121,6.974478722,1.135416627,10.16515923
255,-0.486752927,0.163120568,0.214876026,7.483244419,1.106690764,10.04888535
256,-0.332655132,0.083333336,0.07,6.967909336,1.032110095,10.53145599
257,-0.070222214,0.207627118,0.029126214,7.118016243,1.130434752,11.33314037
258,-0.497194171,0.227272734,0.140000001,6.874198437,0.994328916,10.24633217
259,-0.092173904,0.217821777,0.043103449,7.112327576,0.945378125,10.0727663
260,-0.162740916,0.204819277,0.143835619,7.3708601,0.982857168,10.60052681
261,-0.312682211,0.225490198,0.167999998,7.344072819,0.895637274,11.16518211
262,-0.086945832,0.184100419,0.189743593,9.107532501,0.955892563,12.55722237
263,-0.379224032,0.256410271,0.191011235,6.803505421,0.912658215,10.35554981
264,-0.140283376,0.194690272,0.241845667,10.07390499,1.078230381,13.44759369
265,-0.710302114,0.155038759,0.161073819,7.24565506,0.988950253,10.9614687
266,0.05675818,0.213678375,0.160532773,9.946403503,0.992211163,13.51485252
267,-0.492810488,0.112903222,0.109489053,6.714170456,1,10.35605907
268,NA,0.127118647,0.089430891,NA,0.95190382,10.12045193
269,-0.527897,0.131782949,0.114093959,6.921658039,1.028301835,9.96880722
270,-0.520325184,0.150000006,0.275000006,7.10496521,1.031088114,10.57305908
271,NA,0.253658533,0.319767445,NA,1.027865767,10.48606586
272,-0.247775495,0.277015448,0.267399281,8.506536484,1.056855798,11.8208952
273,-0.520872891,0.159763306,0.101190478,7.013015747,0.972266257,9.86037159
274,-0.523076952,0.151315793,0.118811883,6.751101494,1.066088796,10.10573387
275,NA,0.101694912,0.050420169,NA,0.987080097,10.90612125
276,-0.322995454,0.212121218,0.20792079,7.287560463,1.033067942,10.32904911
277,-0.041850224,0.149532706,0.082926832,7.283448219,1.066625595,10.79998398
278,-0.528241873,0.231213868,0.277777791,7.234177113,1.086419702,10.77283382
279,-0.294040918,0.114173226,0.130252108,7.830028057,1.140886188,12.03501129
280,0.045851305,0.232167512,0.241087213,12.3411932,1.046457052,15.76680279
281,NA,0.152046785,0.1875,NA,1.052592039,10.79646873
282,-0.211784795,0.251428574,0.254716992,7.126087189,1.025439143,11.15237141
283,-0.29414317,0.197693571,0.30727762,7.841886044,1.187220931,11.78835773
284,-0.28174603,0.11678832,0.102362208,7.177018642,1.032921791,11.13156223
285,NA,0.111111112,0.247311831,NA,0.921839058,10.85038471
286,-0.495295137,0.286885232,0.29126215,7.120444298,1.184647322,10.56222439
287,-0.489841998,0.21875,0.13333334,7.294377327,1.019512177,10.96553993
288,-0.504245639,0.208333328,0.184523806,7.40184164,0.975055039,11.04341793
289,-0.27868855,0.242566511,0.22708334,7.909489632,1.145961761,11.64383984
290,-0.182552516,0.217391297,0.200000003,6.570882797,1.004489303,10.63607216
291,-0.117882125,0.120879121,0.084415585,7.001245499,1.050753355,10.75342464
292,-0.514563084,0.317880809,0.326530606,6.368186951,1.025936604,10.73533058
293,-0.213942826,0.231386542,0.217391297,9.625161171,1.006583571,13.11655045
294,0.00449428,0.31395936,0.36309737,14.32885361,1.010940552,NA
295,NA,0.218181819,0.151785716,NA,1.150881052,10.49013424
296,-0.000981688,0.273137689,0.285234898,8.111927986,1.255098343,11.78792477
297,-0.229698434,0.454037756,0.51908493,13.08392811,0.991921902,15.99460125
298,-0.198996648,0.224242419,0.376623362,6.43775177,1.899244308,11.46675587
299,0.095768049,0.154867262,0.188573569,9.583558083,1.078260899,12.73460484
300,-0.008559197,0.150684938,0.163265303,6.601230145,1.064602971,10.29323006
301,NA,0.200934574,0.114285715,NA,1.062243462,10.88810921
302,-0.110312998,0.155480981,0.221438646,8.368925095,1.082266569,12.05093861
303,-0.042088836,0.153256699,0.13142857,7.222566128,1.181526065,10.84898758
304,-0.306913853,0.182164639,0.237527922,9.397234917,1.005521894,12.73336601
305,-0.413557529,0.159793809,0.248962656,7.632885456,1.228813529,11.4763031
306,0.062525302,0.244766787,0.35927853,10.59197426,1.238550901,14.16872978
307,-0.577700794,0.290625006,0.25333333,7.573531151,1.013382554,11.21653938
308,-0.128770202,0.32560268,0.289929748,9.60494709,1.161758423,12.67196178
309,-0.480769217,0.15289256,0.16908212,7.464509964,0.932663918,11.43496418
310,-0.208879948,0.301886797,0.084033616,6.981934547,0.945652187,10.79849339
311,NA,0.198581561,0.279411763,NA,1.07806325,11.07007027
312,-0.178104565,0.34749034,0.134259254,7.176254749,1.118861556,10.84085464
313,NA,0.142857149,0.297872335,NA,1.035714269,10.47497559
314,-0.453348607,0.241758242,0.331325293,7.547501564,1.198409677,11.32547474
315,-0.14453125,0.382488489,0.376404494,7.01031208,1.234417319,10.4393959
316,NA,0.114285715,0.022556391,NA,0.979460835,11.02859592
317,-0.269094586,0.105413109,0.036211699,7.661527157,1.007085919,12.15323639
318,-0.373537362,0.235294119,0.242718443,7.073269844,1.054240584,11.03046036
319,-0.012059391,0.164705887,0.060240965,7.044033051,0.956097543,10.88965893
320,-0.34368965,0.220630378,0.21714285,8.757941246,1.049085259,12.15681458
321,NA,0.162921354,0.197530866,NA,1.022149324,10.88230228
322,NA,0.12184874,0.023622047,NA,1.080079436,11.43325424
323,-0.318050742,0.230330676,0.289280474,8.238536835,1.216561675,12.08104229
324,-0.021304667,0.176049128,0.168591231,8.672486305,1.123778939,11.7977438
325,0.019065186,0.156069368,0.181208059,7.499976635,1.145823002,10.34032249
326,-0.024906904,0.284519941,0.330072343,12.71827602,0.969718575,15.55950832
327,-0.096319988,0.222222224,0.215590745,8.12622261,1.022535682,11.35824585
328,-0.048010275,0.22773461,0.253287584,8.369621277,1.021973252,10.51951027
329,-0.507772028,0.166666672,0.139534891,6.056784153,1.314846396,9.957549095
330,0.155386746,0.14973262,0.198876411,8.975377083,1.099974036,12.15306759
331,-0.024107277,0.231677189,0.271095723,12.35914993,1.033635139,15.6188097
332,0.043321311,0.107843138,0.069536425,7.650644779,1.046001673,10.93192768
333,-0.352330834,0.163053721,0.258583695,8.921056747,1.12636137,12.09650898
334,-0.334875137,0.25,0.214285716,7.074116707,0.961633682,10.48111153
335,-0.296748966,0.179074451,0.16853933,8.3904953,1.0734694,11.98248482
336,-0.431930691,0.171003714,0.135964915,7.467370987,1.239660025,11.74943542
337,-0.09329807,0.192516893,0.198541671,10.4283638,1.056349635,13.67007351
338,-0.538461506,0.489473671,0.337142855,7.007600784,1.10748899,10.39851952
339,0.086956501,0.22012578,0.22758621,6.504288197,1.057009339,10.55302238
340,-0.421936214,0.22857143,0.077777781,7.669495106,0.98568505,11.34404564
341,-0.339318275,0.271267116,0.258731782,9.694247246,1.090976834,13.12609482
342,-0.125731006,0.352226734,0.340000004,6.606650352,0.97666198,10.88837147
343,0.036185965,0.226854801,0.254207164,11.19889927,0.995626986,13.56426239
344,0.105968744,0.173202619,0.24098672,8.127699852,1.32161808,11.85779762
345,-0.026208714,0.326869875,NA,12.47569084,0.978064239,15.52816963
346,-0.239436626,0.098039217,0.071979433,6.364750862,1.075900555,10.47813225
347,NA,0.284090906,0.238532111,NA,1.029703021,10.08664227
348,0.054708511,0.145728648,0.07,7.116394043,1.094240785,10.03998375
349,-0.290769219,0.1171875,0.099173553,6.593044758,1.066728473,10.19245625
350,NA,0.190082639,0.16842106,NA,1.637681127,10.48251343
351,-0.327720195,0.219672129,0.270903021,6.773080349,1.195516467,10.50657368
352,-0.540192902,0.171861082,0.27443105,7.463363171,1.220050454,11.21061707
353,NA,0.305936068,0.289808929,NA,1.345179915,9.665991783
354,-0.518110216,0.208242953,0.226351351,7.665284634,1.198550344,10.9763546
355,-0.570640624,0.125382259,0.143859655,7.851272106,1.052189827,11.09784889
356,-0.518743634,0.170940176,0.055793993,6.97728157,1.097435951,11.09940815
357,-0.458577961,0.161637932,0.142394826,7.424761772,1.189295411,10.52075195
358,-0.422789127,0.219660193,0.203147352,8.133880615,1.143937111,11.14333916
359,-0.37871623,0.201983765,0.18936567,8.144389153,1.186818004,11.36847782
360,NA,0.130990416,0.175438598,NA,1.144841313,10.64525795
361,-0.407357872,0.172413796,0.097759672,7.385850906,1.212987065,10.46826172
362,-0.580071211,0.294549912,0.310321271,7.941295624,1.221785069,11.97787857
363,NA,0.186602876,0.129729733,NA,1.058589816,10.38350296
364,NA,0.186567158,0.132743359,NA,1.560994029,10.98520756
365,NA,0.120547943,0.132530123,NA,1.155611157,9.900683403
366,NA,0.165354326,0.157024801,NA,1.113776088,9.001962662
367,-0.415672928,0.130952388,0.144032925,7.159291744,1.084142447,10.84222412
368,-0.282720685,0.204166666,0.235586479,10.30551338,1.073606372,13.37217045
369,NA,0.298571438,0.297912717,NA,1.276404023,10.50714779
370,NA,0.547169805,0.203539819,NA,1.190575957,10.10548878
371,-0.240689442,NA,NA,8.926783562,1.082156539,12.20972633
372,-0.298157454,0.202631578,0.221945137,7.91571331,1.050098181,10.80071735
